gender,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,Churn,CustomerSegment,ChurnProba,RiskCategory
Male,1,34,Month-to-month,75.55,2425.4,No,Medium Value,0.42271686,Medium Risk
Female,0,42,Month-to-month,49.55,2077.95,No,Medium Value,0.163377,Low Risk
Male,0,5,Month-to-month,81.3,416.3,Yes,Medium Value,0.8596488,High Risk
Female,0,71,Two year,23.9,1663.5,No,Medium Value,0.001886232,Low Risk
Male,1,19,Month-to-month,66.4,1286.05,No,Medium Value,0.09903088,Low Risk
Female,0,2,Month-to-month,19.6,35.85,Yes,Low Value,0.22286978,Low Risk
Male,0,57,Two year,18.8,1094.35,No,Low Value,0.023813326,Low Risk
Male,0,72,Two year,108.4,7719.5,No,High Value,0.06118312,Low Risk
Female,0,6,Month-to-month,85.95,514.6,No,Medium Value,0.7575045,High Risk
Female,0,17,Month-to-month,85.45,1451.6,Yes,Medium Value,0.7178881,High Risk
Male,0,61,Two year,80.9,4932.5,No,High Value,0.009676763,Low Risk
Male,0,1,Month-to-month,71.0,71.0,Yes,Low Value,0.8126094,High Risk
Male,0,48,Two year,111.8,5443.65,No,High Value,0.11637655,Low Risk
Male,0,16,Month-to-month,20.6,330.25,No,Low Value,0.06858257,Low Risk
Male,1,9,Month-to-month,85.05,746.5,Yes,Medium Value,0.81135803,High Risk
Female,0,3,Month-to-month,44.6,122.7,No,Low Value,0.23894022,Low Risk
Male,0,1,Month-to-month,44.4,44.4,Yes,Low Value,0.56271046,Medium Risk
Male,0,65,Two year,105.1,6631.85,No,High Value,0.03275913,Low Risk
Female,0,70,Two year,115.15,8250.0,No,High Value,0.017931556,Low Risk
Male,0,60,One year,59.8,3561.15,No,Medium Value,0.010087858,Low Risk
Female,0,69,One year,26.3,1763.55,No,Medium Value,0.0071051223,Low Risk
Female,1,35,Month-to-month,70.55,2419.0,No,Medium Value,0.39441314,Medium Risk
Female,0,22,Month-to-month,20.05,470.2,No,Low Value,0.039791454,Low Risk
Male,0,66,Two year,79.85,5234.95,No,High Value,0.19598804,Low Risk
Male,1,1,Month-to-month,70.3,70.3,Yes,Low Value,0.7576809,High Risk
Female,0,1,Month-to-month,79.35,79.35,Yes,Low Value,0.94170094,High Risk
Male,0,34,Month-to-month,90.05,3097.0,No,High Value,0.19697106,Low Risk
Female,0,72,Two year,24.45,1709.1,No,Medium Value,0.0014208258,Low Risk
Male,0,31,One year,59.95,1848.8,No,Medium Value,0.022551242,Low Risk
Male,0,30,One year,25.35,723.3,No,Low Value,0.107737236,Low Risk
Female,0,9,Month-to-month,90.8,809.75,Yes,Medium Value,0.71084803,High Risk
Male,0,20,Month-to-month,70.45,1470.95,Yes,Medium Value,0.6644422,High Risk
Male,1,19,Month-to-month,34.3,577.15,No,Low Value,0.27405015,Low Risk
Female,0,65,Month-to-month,105.05,6914.95,No,High Value,0.20972346,Low Risk
Female,0,30,Two year,19.3,602.9,No,Low Value,0.005140528,Low Risk
Male,0,6,One year,19.15,124.4,No,Low Value,0.00973484,Low Risk
Female,0,2,Month-to-month,51.4,96.8,No,Low Value,0.4550194,Medium Risk
Male,0,53,Month-to-month,71.85,3827.9,No,High Value,0.054414213,Low Risk
Male,1,7,Month-to-month,75.4,533.05,No,Low Value,0.75338155,High Risk
Female,0,61,One year,49.7,2961.4,No,Medium Value,0.007201311,Low Risk
Male,1,70,One year,45.25,3264.45,Yes,Medium Value,0.64194375,Medium Risk
Female,0,13,Month-to-month,78.75,995.35,No,Medium Value,0.33652297,Low Risk
Male,1,35,One year,81.6,2815.25,No,Medium Value,0.06128169,Low Risk
Female,0,2,Month-to-month,70.4,154.8,No,Low Value,0.4891571,Medium Risk
Female,0,3,Month-to-month,75.8,246.3,Yes,Low Value,0.8675012,High Risk
Female,0,3,Month-to-month,76.1,257.6,No,Low Value,0.57484597,Medium Risk
Female,0,62,One year,94.0,5757.2,No,High Value,0.14047071,Low Risk
Male,0,72,Two year,103.95,7517.7,No,High Value,0.0037913008,Low Risk
Male,0,63,Two year,19.95,1234.8,No,Medium Value,0.0036373585,Low Risk
Male,1,20,Month-to-month,71.3,1389.2,Yes,Medium Value,0.33306828,Low Risk
Female,1,35,One year,110.8,3836.3,No,High Value,0.0944138,Low Risk
Male,1,21,Month-to-month,69.1,1474.75,Yes,Medium Value,0.6117499,Medium Risk
Male,0,62,One year,96.1,6001.45,No,High Value,0.069405064,Low Risk
Female,0,15,Month-to-month,48.8,720.1,No,Low Value,0.25019896,Low Risk
Female,0,55,Month-to-month,50.55,2832.75,No,Medium Value,0.042002175,Low Risk
Female,0,11,Month-to-month,44.65,472.25,No,Low Value,0.2256318,Low Risk
Female,0,17,Month-to-month,88.25,1460.65,Yes,Medium Value,0.63958657,Medium Risk
Female,0,61,One year,19.45,1336.35,No,Low Value,0.023092102,Low Risk
Female,0,71,Two year,89.3,6388.65,No,High Value,0.001355982,Low Risk
Female,0,2,Month-to-month,70.0,153.05,Yes,Low Value,0.46784213,Medium Risk
Male,0,35,Two year,19.25,677.9,No,Low Value,0.0065137856,Low Risk
Female,0,17,Month-to-month,70.5,1165.6,No,Medium Value,0.22807072,Low Risk
Female,0,21,Month-to-month,97.35,2119.5,Yes,Medium Value,0.8607818,High Risk
Female,0,47,Two year,19.65,921.55,No,Low Value,0.0075906496,Low Risk
Female,0,3,Month-to-month,20.85,72.0,No,Low Value,0.18005703,Low Risk
Male,0,3,Month-to-month,19.65,68.35,No,Low Value,0.09046438,Low Risk
Male,1,44,Two year,19.35,847.25,No,Low Value,0.007329409,Low Risk
Female,0,1,Month-to-month,44.0,44.0,No,Low Value,0.37995526,Medium Risk
Female,0,44,One year,94.4,4295.35,No,High Value,0.05195793,Low Risk
Male,0,5,Month-to-month,25.9,135.0,Yes,Low Value,0.27245986,Low Risk
Male,0,24,Month-to-month,55.65,1400.55,Yes,Medium Value,0.16242409,Low Risk
Female,0,1,Month-to-month,69.65,69.65,Yes,Low Value,0.9440665,High Risk
Female,0,18,Month-to-month,75.4,1380.4,No,Medium Value,0.23372284,Low Risk
Female,0,10,Month-to-month,100.6,1060.2,Yes,Medium Value,0.9491283,High Risk
Female,0,65,Two year,71.0,4386.2,No,High Value,0.028668301,Low Risk
Female,1,1,Month-to-month,86.0,86.0,Yes,Medium Value,0.9176035,High Risk
Female,0,53,One year,106.95,5785.5,Yes,High Value,0.37608093,Medium Risk
Male,0,3,One year,21.2,52.05,No,Low Value,0.03491536,Low Risk
Male,0,33,Two year,61.05,2018.4,No,Medium Value,0.004226479,Low Risk
Male,0,3,Month-to-month,29.6,79.45,Yes,Low Value,0.7522915,High Risk
Female,0,34,One year,79.95,2727.3,No,High Value,0.05496593,Low Risk
Female,0,14,Two year,19.7,263.65,No,Low Value,0.011840003,Low Risk
Female,0,13,Month-to-month,20.3,275.4,No,Low Value,0.039559755,Low Risk
Male,1,46,One year,59.9,2816.65,Yes,High Value,0.20101595,Low Risk
Male,0,23,One year,24.35,538.5,No,Low Value,0.025055181,Low Risk
Female,0,47,Two year,19.75,948.9,No,Low Value,0.008652461,Low Risk
Male,0,17,Month-to-month,50.3,846.8,No,Low Value,0.13961379,Low Risk
Female,0,49,Month-to-month,95.6,4783.5,Yes,High Value,0.56595653,Medium Risk
Male,1,59,Month-to-month,50.25,2997.45,No,Medium Value,0.35992688,Medium Risk
Female,0,69,Two year,85.35,5897.4,No,High Value,0.007976116,Low Risk
Male,0,11,One year,41.6,470.6,Yes,Low Value,0.39361164,Medium Risk
Male,0,10,Month-to-month,51.65,524.5,No,Low Value,0.17579412,Low Risk
Male,0,12,Two year,24.0,269.65,No,Low Value,0.023966175,Low Risk
Male,0,45,Month-to-month,100.85,4740.0,Yes,High Value,0.6075799,Medium Risk
Female,0,39,Month-to-month,59.85,2341.5,No,Medium Value,0.16868551,Low Risk
Male,1,71,Two year,25.45,1789.65,No,Medium Value,0.0015644783,Low Risk
Male,0,71,Two year,23.9,1626.4,No,Medium Value,0.0025792303,Low Risk
Female,0,33,One year,24.15,800.3,No,Low Value,0.057374008,Low Risk
Male,1,67,Month-to-month,75.7,5060.85,No,High Value,0.06138919,Low Risk
Male,0,37,Month-to-month,40.2,1448.8,Yes,Medium Value,0.41093546,Medium Risk
Male,0,49,Month-to-month,84.5,4254.85,Yes,High Value,0.65730083,High Risk
Female,0,9,Month-to-month,50.85,466.6,No,Low Value,0.12025467,Low Risk
Male,0,52,Two year,91.6,4627.8,No,High Value,0.023215687,Low Risk
Female,0,70,One year,98.9,6838.6,No,High Value,0.087533705,Low Risk
Male,0,1,Month-to-month,85.0,85.0,No,Medium Value,0.90584624,High Risk
Female,1,14,Month-to-month,78.95,1101.85,Yes,Medium Value,0.7845156,High Risk
Male,0,1,Month-to-month,44.3,44.3,No,Low Value,0.4106975,Medium Risk
Male,0,1,Month-to-month,20.2,20.2,Yes,Low Value,0.3348729,Low Risk
Female,0,52,One year,80.2,4297.6,No,High Value,0.05641064,Low Risk
Male,0,6,Month-to-month,60.9,414.1,No,Low Value,0.122251906,Low Risk
Male,0,7,Month-to-month,34.2,256.6,No,Low Value,0.11422955,Low Risk
Female,1,47,Month-to-month,85.2,3969.35,Yes,High Value,0.55150634,Medium Risk
Female,0,26,One year,87.15,2274.1,No,High Value,0.025870305,Low Risk
Male,0,25,Month-to-month,54.3,1296.8,No,Medium Value,0.07079164,Low Risk
Male,0,69,Two year,19.1,1268.85,No,Medium Value,0.006342554,Low Risk
Female,0,72,Two year,112.75,8192.6,No,High Value,0.011237427,Low Risk
Male,0,4,Month-to-month,19.95,59.25,No,Low Value,0.09589556,Low Risk
Male,0,59,Two year,19.5,1147.85,No,Low Value,0.028530827,Low Risk
Male,0,67,Two year,65.55,4361.55,No,High Value,0.006890943,Low Risk
Female,1,26,Month-to-month,78.8,2006.1,No,Medium Value,0.32649866,Low Risk
Female,0,27,One year,78.2,2078.95,No,High Value,0.06578277,Low Risk
Male,0,72,Two year,105.25,7609.75,No,High Value,0.05644226,Low Risk
Female,0,6,Month-to-month,89.25,487.05,No,Medium Value,0.48978394,Medium Risk
Male,0,62,Two year,20.65,1218.45,No,Medium Value,0.0020101126,Low Risk
Male,0,20,One year,68.7,1416.2,No,Medium Value,0.10314907,Low Risk
Male,0,6,Month-to-month,78.65,483.3,No,Medium Value,0.08685086,Low Risk
Male,0,51,Two year,24.75,1234.6,No,Medium Value,0.010208332,Low Risk
Female,0,61,Two year,19.75,1311.6,No,Medium Value,0.004739528,Low Risk
Male,1,62,Month-to-month,89.1,5618.3,No,High Value,0.048465315,Low Risk
Female,0,72,Two year,84.7,6185.15,No,High Value,0.0055134925,Low Risk
Male,1,13,Month-to-month,98.0,1237.85,Yes,High Value,0.82707256,High Risk
Male,0,5,Month-to-month,94.45,498.1,Yes,Medium Value,0.86412925,High Risk
Male,1,3,Month-to-month,105.0,294.45,Yes,Medium Value,0.87617344,High Risk
Female,1,26,Month-to-month,93.85,2381.55,Yes,High Value,0.67447454,High Risk
Male,1,13,Month-to-month,59.9,788.35,No,Medium Value,0.18799458,Low Risk
Female,0,38,Two year,19.95,756.4,No,Low Value,0.0025007343,Low Risk
Female,1,8,Month-to-month,84.0,613.4,Yes,Medium Value,0.9005634,High Risk
Male,1,34,Month-to-month,108.9,3625.2,No,High Value,0.14246956,Low Risk
Male,0,18,Month-to-month,33.6,550.35,No,Low Value,0.123818435,Low Risk
Male,0,56,One year,85.85,4793.8,No,High Value,0.013419673,Low Risk
Female,0,36,Month-to-month,34.85,1267.2,No,Medium Value,0.08572832,Low Risk
Female,0,9,Month-to-month,48.75,442.2,Yes,Low Value,0.7015212,High Risk
Male,0,1,Month-to-month,84.85,84.85,Yes,Medium Value,0.86652386,High Risk
Male,0,12,Month-to-month,56.65,654.85,Yes,Medium Value,0.16695882,Low Risk
Female,1,57,Month-to-month,95.3,5567.45,No,High Value,0.045443907,Low Risk
Female,0,42,One year,73.9,3160.55,Yes,High Value,0.36478326,Medium Risk
Female,0,33,Two year,24.5,740.3,Yes,Low Value,0.14664997,Low Risk
Male,0,70,Two year,84.6,5706.2,No,High Value,0.013398553,Low Risk
Female,0,68,Month-to-month,44.95,3085.35,No,Medium Value,0.042981394,Low Risk
Male,0,1,Month-to-month,24.7,24.7,No,Low Value,0.5614963,Medium Risk
Female,0,37,Month-to-month,100.3,3541.4,No,High Value,0.18474752,Low Risk
Female,0,4,Month-to-month,25.45,84.2,No,Low Value,0.100846276,Low Risk
Male,0,1,Month-to-month,50.7,50.7,No,Low Value,0.4503984,Medium Risk
Male,0,20,Month-to-month,55.0,1165.55,No,Medium Value,0.2958581,Low Risk
Male,0,72,Two year,68.4,4855.35,No,High Value,0.002682761,Low Risk
Female,0,31,Month-to-month,89.9,2806.9,Yes,High Value,0.6327474,Medium Risk
Male,1,18,Month-to-month,78.55,1422.65,Yes,Medium Value,0.502387,Medium Risk
Male,0,11,Month-to-month,55.05,608.15,No,Low Value,0.21002726,Low Risk
Female,0,33,Two year,19.8,641.35,No,Low Value,0.0066036736,Low Risk
Female,1,62,One year,84.45,4959.15,No,High Value,0.040430218,Low Risk
Female,0,1,Month-to-month,35.9,35.9,No,Low Value,0.36337063,Medium Risk
Male,0,16,Month-to-month,80.75,1321.3,No,Medium Value,0.123464085,Low Risk
Male,0,22,One year,78.65,1663.75,No,Medium Value,0.2228894,Low Risk
Female,0,49,Month-to-month,61.75,3024.15,No,Medium Value,0.08863227,Low Risk
Male,0,36,One year,63.7,2188.5,No,Medium Value,0.05976913,Low Risk
Male,0,42,Month-to-month,99.45,4138.05,Yes,High Value,0.6397693,Medium Risk
Male,1,4,Month-to-month,25.2,102.5,Yes,Low Value,0.55686873,Medium Risk
Female,0,12,One year,74.05,872.65,Yes,Medium Value,0.14526558,Low Risk
Female,0,31,Month-to-month,87.6,2724.25,No,High Value,0.16039562,Low Risk
Male,0,5,Month-to-month,89.15,413.25,No,Medium Value,0.46166927,Medium Risk
Male,0,66,Two year,20.0,1374.2,No,Medium Value,0.0017993571,Low Risk
Female,1,15,Month-to-month,55.0,757.1,Yes,Low Value,0.5967585,Medium Risk
Male,0,64,Two year,104.4,6692.65,No,High Value,0.052725047,Low Risk
Male,0,10,Month-to-month,20.05,218.5,No,Low Value,0.07902421,Low Risk
Male,0,7,Month-to-month,89.75,608.8,Yes,Medium Value,0.7422568,High Risk
Male,0,29,Month-to-month,34.3,1004.75,No,Medium Value,0.062226646,Low Risk
Male,0,57,Two year,20.65,1125.6,No,Medium Value,0.024864824,Low Risk
Female,0,46,Month-to-month,84.25,3847.6,No,High Value,0.24140418,Low Risk
Male,0,53,Two year,19.65,978.0,No,Low Value,0.044359617,Low Risk
Female,0,17,One year,79.85,1387.35,No,Medium Value,0.09895696,Low Risk
Female,0,38,Two year,20.2,746.05,No,Low Value,0.00376229,Low Risk
Male,0,15,One year,19.8,304.6,No,Low Value,0.022064492,Low Risk
Female,0,22,Month-to-month,50.35,1098.85,No,Medium Value,0.19698621,Low Risk
Male,0,14,Month-to-month,85.15,1139.2,Yes,Medium Value,0.8285904,High Risk
Female,0,57,One year,74.6,4368.95,No,High Value,0.018783052,Low Risk
Male,1,11,Month-to-month,79.15,827.7,No,Medium Value,0.36656538,Medium Risk
Female,0,1,Two year,20.35,20.35,No,Low Value,0.015520768,Low Risk
Male,0,12,Two year,21.05,262.05,No,Low Value,0.009608944,Low Risk
Male,1,3,Month-to-month,94.6,279.55,Yes,Medium Value,0.88386124,High Risk
Male,0,36,Month-to-month,94.7,3512.5,No,High Value,0.2085227,Low Risk
Male,0,16,Month-to-month,94.25,1483.25,Yes,Medium Value,0.7021475,High Risk
Male,0,65,One year,72.45,4653.85,Yes,High Value,0.5203916,Medium Risk
Male,0,2,Month-to-month,74.95,151.75,No,Low Value,0.32407585,Low Risk
Female,0,42,Month-to-month,105.2,4400.75,Yes,High Value,0.6428354,Medium Risk
Male,0,72,Two year,111.95,8033.1,No,High Value,0.0024356514,Low Risk
Male,0,62,Two year,19.85,1253.65,No,Medium Value,0.005857436,Low Risk
Female,0,6,Month-to-month,89.75,552.65,No,Medium Value,0.7217234,High Risk
Male,0,48,Two year,20.05,1036.0,No,Low Value,0.006322481,Low Risk
Male,0,35,Two year,108.95,4025.5,No,High Value,0.1385535,Low Risk
Male,0,52,One year,19.65,928.4,No,Low Value,0.0074728597,Low Risk
Female,0,1,Month-to-month,24.9,24.9,No,Low Value,0.52114046,Medium Risk
Male,0,6,Month-to-month,82.85,460.25,Yes,Medium Value,0.86086726,High Risk
Female,0,71,Two year,93.2,6506.15,No,High Value,0.0023370052,Low Risk
Female,0,67,One year,84.8,5598.3,No,High Value,0.055119377,Low Risk
Male,1,60,One year,71.75,4374.55,No,High Value,0.046376277,Low Risk
Male,0,23,Month-to-month,30.35,678.75,No,Low Value,0.10834126,Low Risk
Male,0,39,One year,54.85,2191.7,No,Medium Value,0.07487392,Low Risk
Male,0,15,One year,19.5,239.75,No,Low Value,0.016338741,Low Risk
Male,1,53,Month-to-month,103.85,5485.5,Yes,High Value,0.7571903,High Risk
Male,0,24,Two year,24.2,609.05,No,Low Value,0.007571542,Low Risk
Female,0,37,Month-to-month,19.35,683.75,No,Low Value,0.11311824,Low Risk
Female,0,5,Month-to-month,83.6,404.2,Yes,Medium Value,0.79278326,High Risk
Female,1,50,One year,100.65,5189.75,No,High Value,0.19858275,Low Risk
Female,0,54,One year,94.1,5060.9,No,High Value,0.18027909,Low Risk
Female,0,3,Month-to-month,74.55,233.65,No,Low Value,0.34215933,Low Risk
Male,0,68,One year,108.45,7176.55,Yes,High Value,0.77084345,High Risk
Male,0,5,Month-to-month,56.15,291.45,No,Low Value,0.21952838,Low Risk
Male,0,33,Two year,20.35,689.75,No,Low Value,0.0075617526,Low Risk
Female,0,41,One year,80.55,3263.9,No,High Value,0.07384753,Low Risk
Female,0,34,One year,61.25,1993.2,No,Medium Value,0.036577195,Low Risk
Female,0,13,Month-to-month,20.45,254.5,No,Low Value,0.028651176,Low Risk
Female,0,20,Month-to-month,18.9,347.65,No,Low Value,0.033509642,Low Risk
Female,1,51,Two year,19.6,967.9,No,Low Value,0.007238624,Low Risk
Female,0,3,Month-to-month,91.5,242.95,Yes,Medium Value,0.8578575,High Risk
Female,0,41,Month-to-month,45.2,1841.9,No,Medium Value,0.04622101,Low Risk
Female,0,13,Month-to-month,19.45,232.1,No,Low Value,0.04366934,Low Risk
Male,0,35,Two year,25.45,809.25,No,Low Value,0.020294584,Low Risk
Male,0,12,Month-to-month,80.85,866.45,Yes,Medium Value,0.3975274,Medium Risk
Male,0,4,Month-to-month,94.9,360.55,No,Medium Value,0.28454804,Low Risk
Female,0,43,Month-to-month,49.05,2076.2,Yes,Medium Value,0.40405482,Medium Risk
Female,1,12,Month-to-month,29.3,355.9,No,Low Value,0.10438254,Low Risk
Male,1,68,Month-to-month,105.3,7299.65,Yes,High Value,0.7363274,High Risk
Male,1,25,Month-to-month,88.95,2291.2,Yes,Medium Value,0.7139136,High Risk
Female,0,7,One year,20.25,129.15,No,Low Value,0.022279533,Low Risk
Male,1,66,One year,110.85,7491.75,Yes,High Value,0.60773766,Medium Risk
Female,0,53,One year,110.5,5835.5,No,High Value,0.18280551,Low Risk
Male,1,63,Month-to-month,109.4,7031.45,No,High Value,0.054519054,Low Risk
Female,0,70,Two year,114.2,7723.9,Yes,High Value,0.1357069,Low Risk
Male,1,27,Month-to-month,36.5,1032.0,Yes,Low Value,0.75945836,High Risk
Female,0,1,Month-to-month,70.75,70.75,Yes,Low Value,0.79101497,High Risk
Female,0,5,Month-to-month,19.95,109.6,No,Low Value,0.10182784,Low Risk
Female,1,37,One year,19.6,727.8,No,Low Value,0.012294746,Low Risk
Male,0,3,Month-to-month,40.15,130.75,Yes,Low Value,0.6769868,High Risk
Female,0,12,Month-to-month,76.6,893.0,No,Medium Value,0.46197918,Medium Risk
Female,0,38,One year,19.6,763.1,No,Low Value,0.006184529,Low Risk
Female,0,9,Month-to-month,85.3,781.4,No,Medium Value,0.43054155,Medium Risk
Male,0,13,Month-to-month,65.85,902.25,No,Medium Value,0.2878392,Low Risk
Male,1,29,Month-to-month,94.45,2653.65,Yes,High Value,0.7417243,High Risk
Female,0,47,Two year,20.05,1016.7,No,Low Value,0.0046371976,Low Risk
Male,0,61,Month-to-month,99.4,5943.65,No,High Value,0.07100631,Low Risk
Male,0,16,Month-to-month,20.0,275.7,No,Low Value,0.050075296,Low Risk
Female,0,41,Two year,78.45,3126.45,No,High Value,0.022337299,Low Risk
Female,0,43,Two year,25.1,1070.15,No,Low Value,0.012073164,Low Risk
Female,0,36,Month-to-month,97.35,3457.9,Yes,High Value,0.49119657,Medium Risk
Female,0,6,Month-to-month,55.0,340.4,No,Low Value,0.4034231,Medium Risk
Female,0,58,One year,71.1,4299.2,No,High Value,0.01495975,Low Risk
Male,0,19,Month-to-month,61.55,1093.2,No,Medium Value,0.28413647,Low Risk
Male,0,11,Month-to-month,45.9,521.9,No,Low Value,0.15130323,Low Risk
Female,0,39,One year,40.3,1630.4,No,Medium Value,0.064729586,Low Risk
Female,1,8,Month-to-month,87.1,713.6,No,Medium Value,0.46272734,Medium Risk
Female,0,26,Month-to-month,49.5,1265.65,No,Low Value,0.037984762,Low Risk
Female,1,53,Month-to-month,73.8,4003.85,No,Medium Value,0.12601571,Low Risk
Female,0,70,Two year,19.2,1401.4,No,Medium Value,0.0036725772,Low Risk
Male,0,1,Month-to-month,45.3,45.3,Yes,Low Value,0.833493,High Risk
Male,0,59,Two year,25.0,1510.5,No,Medium Value,0.0054842266,Low Risk
Male,0,2,Month-to-month,94.95,178.1,Yes,Medium Value,0.7144974,High Risk
Male,0,7,One year,35.3,264.8,No,Low Value,0.0670098,Low Risk
Female,0,12,Month-to-month,44.55,480.6,Yes,Low Value,0.47083843,Medium Risk
Male,0,59,One year,76.75,4541.9,No,High Value,0.04276357,Low Risk
Male,0,61,Two year,81.0,4976.15,No,High Value,0.011475302,Low Risk
Male,0,72,Two year,105.55,7542.25,No,High Value,0.020864056,Low Risk
Female,0,13,Month-to-month,18.8,251.25,No,Low Value,0.026003579,Low Risk
Female,0,64,One year,24.9,1595.5,No,Medium Value,0.0036198448,Low Risk
Male,0,1,Month-to-month,23.45,23.45,Yes,Low Value,0.7792278,High Risk
Female,0,10,One year,64.9,685.55,No,Medium Value,0.09578436,Low Risk
Female,0,65,One year,61.35,3874.1,No,High Value,0.010214086,Low Risk
Female,0,62,Two year,113.95,6891.4,No,High Value,0.009225025,Low Risk
Female,0,55,One year,90.15,4916.95,No,High Value,0.011372823,Low Risk
Female,0,25,Month-to-month,54.1,1373.0,No,Medium Value,0.098296545,Low Risk
Male,0,1,Month-to-month,29.7,29.7,Yes,Low Value,0.49309263,Medium Risk
Male,0,1,Month-to-month,49.8,49.8,No,Low Value,0.2700586,Low Risk
Female,0,59,Month-to-month,101.1,6039.9,Yes,High Value,0.5823608,Medium Risk
Male,1,64,Two year,24.4,1548.65,No,Medium Value,0.0026092215,Low Risk
Male,0,36,Month-to-month,95.0,3440.25,No,High Value,0.23496653,Low Risk
Female,0,3,Month-to-month,50.65,151.3,Yes,Low Value,0.7822264,High Risk
Male,0,61,Two year,69.9,4226.7,No,High Value,0.0026921458,Low Risk
Male,0,26,One year,39.95,1023.75,No,Medium Value,0.07306014,Low Risk
Female,0,1,Month-to-month,55.4,55.4,Yes,Low Value,0.7147325,High Risk
Female,1,1,Month-to-month,90.6,90.6,Yes,Medium Value,0.93712974,High Risk
Male,0,68,Two year,103.25,7074.4,No,High Value,0.018698545,Low Risk
Male,1,2,Month-to-month,86.85,156.35,Yes,Medium Value,0.8811195,High Risk
Female,0,72,Two year,94.25,6849.75,No,High Value,0.010197391,Low Risk
Female,0,71,Two year,47.05,3263.6,No,High Value,0.09627641,Low Risk
Male,0,57,Two year,20.55,1252.85,No,Medium Value,0.005434559,Low Risk
Male,0,4,Month-to-month,19.65,67.55,No,Low Value,0.083194986,Low Risk
Female,1,1,Month-to-month,70.2,70.2,No,Low Value,0.68404055,High Risk
Male,0,72,Two year,81.0,5750.0,No,High Value,0.0016066153,Low Risk
Male,0,21,One year,75.9,1549.75,No,Medium Value,0.10138569,Low Risk
Female,0,71,Two year,24.7,1810.55,No,Medium Value,0.001755144,Low Risk
Female,1,29,Month-to-month,99.05,2952.85,Yes,High Value,0.825803,High Risk
Female,1,69,Two year,110.25,7467.55,No,High Value,0.08443436,Low Risk
Female,0,64,Two year,85.0,5484.4,No,High Value,0.010351535,Low Risk
Male,0,16,Month-to-month,19.75,294.9,No,Low Value,0.14876358,Low Risk
Female,0,4,One year,23.9,97.5,No,Low Value,0.051857762,Low Risk
Female,0,52,One year,111.25,5916.45,Yes,High Value,0.45753965,Medium Risk
Male,0,2,Month-to-month,55.1,113.35,Yes,Low Value,0.6621469,High Risk
Male,0,1,Month-to-month,19.95,19.95,No,Low Value,0.51410425,Medium Risk
Male,0,18,Month-to-month,25.15,476.8,No,Low Value,0.15364824,Low Risk
Female,0,2,Month-to-month,54.15,101.65,No,Low Value,0.3587596,Medium Risk
Female,0,19,Month-to-month,59.8,1130.85,No,Medium Value,0.2768966,Low Risk
Female,0,40,Month-to-month,83.85,3532.25,No,Medium Value,0.34533355,Low Risk
Female,1,66,One year,104.9,6891.45,No,High Value,0.0816361,Low Risk
Male,0,21,Month-to-month,75.3,1570.7,No,Medium Value,0.20437136,Low Risk
Male,0,8,Month-to-month,66.65,520.95,No,Medium Value,0.11329448,Low Risk
Female,0,72,Two year,109.5,7854.9,No,High Value,0.0042586955,Low Risk
Female,0,48,One year,73.85,3581.4,No,High Value,0.040236067,Low Risk
Male,0,69,Two year,19.3,1447.9,No,Medium Value,0.007962722,Low Risk
Male,0,72,Two year,118.2,8547.15,No,High Value,0.009651448,Low Risk
Female,0,14,One year,51.45,727.85,No,Low Value,0.047283843,Low Risk
Male,0,6,Month-to-month,59.45,357.6,No,Low Value,0.15355237,Low Risk
Female,0,8,Two year,19.5,159.35,No,Low Value,0.01528788,Low Risk
Female,0,17,One year,19.55,280.85,No,Low Value,0.011909628,Low Risk
Male,0,65,One year,93.55,6069.25,No,High Value,0.12072939,Low Risk
Female,0,57,One year,59.3,3274.35,No,Medium Value,0.0065853153,Low Risk
Male,0,13,Month-to-month,102.25,1359.0,Yes,High Value,0.73190796,High Risk
Male,1,19,Month-to-month,95.9,1777.9,Yes,High Value,0.58004326,Medium Risk
Female,0,56,One year,109.8,6109.65,No,High Value,0.26219186,Low Risk
Female,0,14,Month-to-month,78.1,1122.4,No,Medium Value,0.4458876,Medium Risk
Male,0,52,Month-to-month,39.9,2020.9,No,Medium Value,0.1267881,Low Risk
Female,0,58,Two year,64.9,3795.45,No,High Value,0.005061345,Low Risk
Female,1,47,Month-to-month,95.05,4504.55,Yes,High Value,0.5397348,Medium Risk
Female,0,67,Month-to-month,53.4,3579.15,No,High Value,0.09088819,Low Risk
Male,0,2,Month-to-month,24.9,49.7,No,Low Value,0.5691772,Medium Risk
Male,1,6,Month-to-month,44.7,276.5,No,Low Value,0.2614431,Low Risk
Male,0,71,Two year,114.0,8175.9,No,High Value,0.00683221,Low Risk
Female,0,46,Two year,20.25,890.35,No,Low Value,0.0037929867,Low Risk
Female,0,5,Month-to-month,53.85,259.8,Yes,Low Value,0.18808433,Low Risk
Male,1,67,Month-to-month,83.85,5588.8,No,High Value,0.12189966,Low Risk
Male,0,3,Month-to-month,20.2,50.6,No,Low Value,0.08166651,Low Risk
Female,0,3,Month-to-month,19.95,58.0,No,Low Value,0.08509535,Low Risk
Male,1,52,Month-to-month,104.2,5568.35,Yes,High Value,0.6856298,High Risk
Female,0,42,Month-to-month,50.25,2203.65,Yes,Medium Value,0.08805067,Low Risk
